origin_id,destination_id,entry_cost,network_cost,exit_cost,total_cost
"1","65",,,,
"1","66",,,,
"1","67",,,,
"1","68",,,,
"1","69",,,,
"1","70",,,,
"2","0",,,,
"2","1",,,,
"2","2",0.0000000,0.0000000,0.0000000,0.0000000
"2","3",,,,
"2","4",,,,
"2","5",,,,
"2","6",,,,
"2","7",,,,
"2","8",,,,
"2","9",,,,
"2","10",,,,
"2","11",,,,
"2","12",,,,
"2","13",,,,
"2","14",,,,
"2","15",,,,
"2","16",,,,
"2","17",,,,
"2","18",,,,
"2","19",,,,
"2","20",,,,
"2","21",,,,
"2","22",,,,
"2","23",,,,
"2","24",,,,
"2","25",,,,
"2","26",,,,
"2","27",,,,
"2","28",,,,
"2","29",,,,
"2","30",,,,
"2","31",,,,
"2","32",,,,
"2","33",,,,
"2","34",,,,
"2","35",,,,
"2","36",,,,
"2","37",,,,
"2","38",,,,
"2","39",,,,
"2","40",,,,
"2","41",,,,
"2","42",,,,
"2","43",,,,
"2","44",,,,
"2","45",,,,
"2","46",,,,
"2","47",,,,
"2","48",,,,
"2","49",,,,
"2","50",,,,
"2","51",,,,
"2","52",,,,
"2","53",,,,
"2","54",,,,
"2","55",,,,
"2","56",,,,
"2","57",,,,
"2","58",,,,
"2","59",,,,
"2","60",,,,
"2","61",,,,
"2","62",,,,
"2","63",,,,
"2","64",,,,
"2","65",,,,
"2","66",,,,
"2","67",,,,
"2","68",,,,
"2","69",,,,
"2","70",,,,
"3","0",,,,
"3","1",,,,
"3","2",,,,
"3","3",0.0000000,0.0000000,0.0000000,0.0000000
"3","4",,,,
"3","5",,,,
"3","6",,,,
"3","7",,,,
"3","8",,,,
"3","9",,,,
"3","10",,,,
"3","11",,,,
"3","12",,,,
"3","13",,,,
"3","14",,,,
"3","15",,,,
"3","16",,,,
"3","17",,,,
"3","18",,,,
"3","19",,,,
"3","20",,,,
"3","21",,,,
"3","22",,,,
"3","23",,,,
"3","24",,,,
"3","25",,,,
"3","26",,,,
"3","27",,,,
"3","28",,,,
"3","29",,,,
"3","30",,,,
"3","31",,,,
"3","32",,,,
"3","33",,,,
"3","34",,,,
"3","35",,,,
"3","36",,,,
"3","37",,,,
"3","38",,,,
"3","39",,,,
"3","40",,,,
"3","41",,,,
"3","42",,,,
"3","43",,,,
"3","44",,,,
"3","45",,,,
"3","46",,,,
"3","47",,,,
"3","48",,,,
"3","49",,,,
"3","50",,,,
"3","51",,,,
"3","52",,,,
"3","53",,,,
"3","54",,,,
"3","55",,,,
"3","56",,,,
"3","57",,,,
"3","58",,,,
"3","59",,,,
"3","60",,,,
"3","61",,,,
"3","62",,,,
"3","63",,,,
"3","64",,,,
"3","65",,,,
"3","66",,,,
"3","67",,,,
"3","68",,,,
"3","69",,,,
"3","70",,,,
"4","0",,,,
"4","1",,,,
"4","2",,,,
"4","3",,,,
"4","4",0.0000000,0.0000000,0.0000000,0.0000000
"4","5",,,,
"4","6",,,,
"4","7",,,,
"4","8",,,,
"4","9",,,,
"4","10",,,,
"4","11",,,,
"4","12",,,,
"4","13",,,,
"4","14",,,,
"4","15",,,,
"4","16",,,,
"4","17",,,,
"4","18",,,,
"4","19",,,,
"4","20",,,,
"4","21",,,,
"4","22",,,,
"4","23",,,,
"4","24",,,,
"4","25",,,,
"4","26",,,,
"4","27",,,,
"4","28",,,,
"4","29",,,,
"4","30",,,,
"4","31",,,,
"4","32",,,,
"4","33",,,,
"4","34",,,,
"4","35",,,,
"4","36",,,,
"4","37",,,,
"4","38",,,,
"4","39",,,,
"4","40",,,,
"4","41",,,,
"4","42",,,,
"4","43",,,,
"4","44",,,,
"4","45",,,,
"4","46",,,,
"4","47",,,,
"4","48",,,,
"4","49",,,,
"4","50",,,,
"4","51",,,,
"4","52",,,,
"4","53",,,,
"4","54",,,,
"4","55",,,,
"4","56",,,,
"4","57",,,,
"4","58",,,,
"4","59",,,,
"4","60",,,,
"4","61",,,,
"4","62",,,,
"4","63",,,,
"4","64",,,,
"4","65",,,,
"4","66",,,,
"4","67",,,,
"4","68",,,,
"4","69",,,,
"4","70",,,,
"5","0",,,,
"5","1",,,,
"5","2",,,,
"5","3",,,,
"5","4",,,,
"5","5",0.0000000,0.0000000,0.0000000,0.0000000
"5","6",,,,
"5","7",,,,
"5","8",,,,
"5","9",,,,
"5","10",,,,
"5","11",,,,
"5","12",,,,
"5","13",,,,
"5","14",,,,
"5","15",,,,
"5","16",,,,
"5","17",,,,
"5","18",,,,
"5","19",,,,
"5","20",,,,
"5","21",,,,
"5","22",,,,
"5","23",,,,
"5","24",,,,
"5","25",,,,
"5","26",,,,
"5","27",,,,
"5","28",,,,
"5","29",,,,
"5","30",,,,
"5","31",,,,
"5","32",,,,
"5","33",,,,
"5","34",,,,
"5","35",,,,
"5","36",,,,
"5","37",,,,
"5","38",,,,
"5","39",,,,
"5","40",,,,
"5","41",,,,
"5","42",,,,
"5","43",,,,
"5","44",,,,
"5","45",,,,
"5","46",,,,
"5","47",,,,
"5","48",,,,
"5","49",,,,
"5","50",,,,
"5","51",,,,
"5","52",,,,
"5","53",,,,
"5","54",,,,
"5","55",,,,
"5","56",,,,
"5","57",,,,
"5","58",,,,
"5","59",,,,
"5","60",,,,
"5","61",,,,
"5","62",,,,
"5","63",,,,
"5","64",,,,
"5","65",,,,
"5","66",,,,
"5","67",,,,
"5","68",,,,
"5","69",,,,
"5","70",,,,
"6","0",,,,
"6","1",,,,
"6","2",,,,
"6","3",,,,
"6","4",,,,
"6","5",,,,
"6","6",0.0000000,0.0000000,0.0000000,0.0000000
"6","7",,,,
"6","8",,,,
"6","9",,,,
"6","10",,,,
"6","11",,,,
"6","12",,,,
"6","13",,,,
"6","14",,,,
"6","15",,,,
"6","16",,,,
"6","17",,,,
"6","18",,,,
"6","19",,,,
"6","20",,,,
"6","21",,,,
"6","22",,,,
"6","23",,,,
"6","24",,,,
"6","25",,,,
"6","26",,,,
"6","27",,,,
"6","28",,,,
"6","29",,,,
"6","30",,,,
"6","31",,,,
"6","32",,,,
"6","33",,,,
"6","34",,,,
"6","35",,,,
"6","36",,,,
"6","37",,,,
"6","38",,,,
"6","39",,,,
"6","40",,,,
"6","41",,,,
"6","42",,,,
"6","43",,,,
"6","44",,,,
"6","45",,,,
"6","46",,,,
"6","47",,,,
"6","48",,,,
"6","49",,,,
"6","50",,,,
"6","51",,,,
"6","52",,,,
"6","53",,,,
"6","54",,,,
"6","55",,,,
"6","56",,,,
"6","57",,,,
"6","58",,,,
"6","59",,,,
"6","60",,,,
"6","61",,,,
"6","62",,,,
"6","63",,,,
"6","64",,,,
"6","65",,,,
"6","66",,,,
"6","67",,,,
"6","68",,,,
"6","69",,,,
"6","70",,,,
"7","0",1.7180208,1157.4259091,4.7471764,1163.8911063
"7","1",1.7180208,1055.5980492,0.0000000,1057.3160700
"7","2",1.7180208,824.9438021,0.0000000,826.6618228
"7","3",1.7180208,619.6569267,0.0000000,621.3749475
"7","4",1.7180208,557.5987197,0.0000000,559.3167404
"7","5",1.7180208,550.6156190,0.0000000,552.3336398
"7","6",1.7180208,315.9867294,0.0000000,317.7047502
"7","7",0.0000000,0.0000000,0.0000000,0.0000000
"7","8",1.7180208,986.0571945,1.8778622,989.6530774
"7","9",,,,
"7","10",1.7180208,647.9713849,1.8035773,651.4929829
"7","11",1.7180208,639.9827359,1.2020156,642.9027723
"7","12",1.7180208,694.6558746,1.2986645,697.6725599
"7","13",1.7180208,759.7444998,1.1028969,762.5654175
"7","14",1.7180208,828.3677688,0.9151507,831.0009403
"7","15",1.7180208,812.8343588,0.8182880,815.3706676
"7","16",1.7180208,1358.5936404,1.4445217,1361.7561829
"7","17",1.7180208,1211.5243064,1.6228738,1214.8652010
"7","18",1.7180208,1218.6655607,1.6199273,1222.0035088
"7","19",1.7180208,1237.7653237,1.4010424,1240.8843869
"7","20",1.7180208,1389.3304608,0.1292292,1391.1777108
"7","21",1.7180208,1744.8704286,0.8968344,1747.4852838
"7","22",1.7180208,1685.6953926,0.4529877,1687.8664010
"7","23",1.7180208,1641.7358406,0.3076314,1643.7614928
"7","24",1.7180208,1697.9650702,0.9857910,1700.6688820
"7","25",1.7180208,1563.8658101,0.0925177,1565.6763486
"7","26",1.7180208,1633.0093007,0.1756824,1634.9030039
"7","27",1.7180208,522.7339082,1.4749853,525.9269142
"7","28",1.7180208,498.1411090,1.2392569,501.0983867
"7","29",1.7180208,444.0583728,0.8054439,446.5818374
"7","30",1.7180208,531.2729350,1.1788190,534.1697747
"7","31",1.7180208,562.8009645,0.1033514,564.6223367
"7","32",1.7180208,1610.0441748,0.6362029,1612.3983985
"7","33",1.7180208,1589.9608092,0.5888800,1592.2677100
"7","34",1.7180208,1648.3047693,1.4175794,1651.4403694
"7","35",1.7180208,1669.0052278,1.4426232,1672.1658718
"7","36",1.7180208,753.3293730,0.4212628,755.4686566
"7","37",1.7180208,1514.6417996,0.5352641,1516.8950844
