Code,#,Quadrant,distance,Building CSUID,Building ID,English Building Name,Chinese Building Name,Centroid Longitude,Centroid Latitude,Floor Height,Floor Height Source,Roof Height,Roof Height Source,Building Height,Pre-fieldwork Notes,NOBUILDING,ISERROR,NONAME,ISOUTLIER,Number of storeys,Number of basements,Number of units,Year of Completion,Source,Address
E29SW,29,SW,6000,3888416979T20050430,1103119944,North Point Industrial Building,北角工業大廈,114.2022475,22.29183985,4.3,l,80.5,p,76.2,,FALSE,FALSE,FALSE,FALSE,22,0,42,1978,BMIS_auto,499 KING'S ROAD
E29NW,29,NW,6000,3891016985T20050430,1103119910,Marble Road Telephone Exchange,馬寶道電話機房,114.2024792,22.29196244,4.4,l,30.8,3,26.4,,FALSE,FALSE,FALSE,FALSE,4,,,,Google Earth,511 KING'S ROAD
E30NE,30,NE,6200,3909816979T20050430,1103119981,Healthy Gardens Block C,健威花園Ｃ座,114.2043303,22.29174577,19.4,p,82.4,3,63,,FALSE,FALSE,FALSE,FALSE,27,1,184,1980,BMIS_auto,560 KING'S ROAD
E30SE,30,SE,6200,3905816971T20050430,1103120003,Healthy Gardens Block B,健威花園Ｂ座,114.2039348,22.2916647,19.4,p,81.9,p,62.5,,FALSE,FALSE,FALSE,FALSE,27,1,184,1980,BMIS_auto,560 KING'S ROAD
E30SW,30,SW,6200,,,King's Road Playground,,,,,,,,,no building ,TRUE,TRUE,FALSE,TRUE,0,,,,,
E30NW,30,NW,6200,,,Flyover,,,,,,,,,no building ,TRUE,TRUE,FALSE,TRUE,0,,,,,
E31NE,31,NE,6400,3931316966T20050430,1103120007,Hong Shing Court,康勝閣,114.2064297,22.29160171,14.6,p,94.5,3,79.9,,FALSE,FALSE,FALSE,FALSE,27,0,216,1997,BMIS_auto,668 KING'S ROAD
E31SE,31,SE,6400,3927016985T20050430,1103119962,Hong Cheung Court,康祥閣,114.2060174,22.29179398,14.6,p,92.9,3,78.3,,FALSE,FALSE,FALSE,FALSE,27,,216,1997,BMIS,668 KING'S ROAD
E31SW,31,SW,6400,3929617042T20050430,1103119879,625 King's Road,,114.2061643,22.29231422,19.5,p,105.6,3,86.1,,FALSE,FALSE,TRUE,FALSE,25,0,125,1998,BMIS_auto,625 KING'S ROAD
E31NW,31,NW,6400,3936417029T20070425,1103119892,633 King's Road ,,114.2069383,22.29216712,4.3,l,125.7,t,121.4,,FALSE,FALSE,TRUE,FALSE,35,0,0,2007,BMIS_auto,633 KING'S ROAD
E32NE,32,NE,6600,3949516898T20050430,1103120191,Man Cheung House,民祥樓,114.2082126,22.29100159,4.7,l,25.2,p,20.5,,FALSE,FALSE,FALSE,FALSE,6,0,25,1974,BMIS,740-748 KING'S ROAD
E32SE,32,SE,6600,3947116941T20050430,1103120117,AIA Hong Kong Tower,友邦香港大摟,114.2079054,22.29119165,4.5,l,74,3,69.5,,FALSE,FALSE,FALSE,FALSE,19,0,19,1954,BMIS_auto,734 KING'S ROAD
E32SW,32,SW,6600,3948616984T20050430,1103119955,Prosperity Millennia Plaza,泓富產業千禧廣場,114.2081638,22.29175813,4.2,l,132.6,p,128.4,,FALSE,FALSE,FALSE,FALSE,27,0,66,1999,BMIS_auto,663 KING'S ROAD
E32NW,32,NW,6600,3952616962T20050430,1103120026,"Harbour Plaza, North Point",北角海逸酒店,114.2086883,22.29154346,19.1,p,103.5,p,84.4,,FALSE,FALSE,FALSE,FALSE,27,0,66,1999,BMIS_auto,665 KING'S ROAD
E33NE,33,NE,6800,3958316762P20190402,1810186401,Golden Horse Mansion,,114.2090205,22.28982102,4.5,b,22.7,b,112.5,,FALSE,FALSE,FALSE,FALSE,27,0,66,1999,BMIS_auto,856 KING'S ROAD
E33SE,33,SE,6800,3958516796T20050430,1103120430,Mansion Building,民新大廈,114.209122,22.29000912,4.6,l,43.8,p,39.2,,FALSE,FALSE,FALSE,FALSE,13,0,52,1961,BMIS_auto,842 KING'S ROAD
E33SW,33,SW,6800,3964416795T20050430,1103120407,Lai Wah Mansion,麗華樓,114.209634,22.29006761,4.3,l,46.2,3,41.9,,FALSE,FALSE,FALSE,FALSE,13,0,112,1962,BMIS_auto,867 KING'S ROAD
E33NW,33,NW,6800,3966616773T20050430,1103120475,Ritz Garden Apartments,麗池大廈,114.2097528,22.28979866,4.2,l,40.5,3,36.3,,FALSE,FALSE,FALSE,FALSE,11,0,22,1958,BMIS_auto,921 KING'S ROAD
E34NE,34,NE,7000,3965616556T20050430,1103121003,Quarry Bay Station,鰂魚涌站,114.2097607,22.28788612,4.6,l,27.5,3,22.9,government building / no access to the number of floors ,FALSE,TRUE,FALSE,FALSE,3,,,,Street View,894 KING'S ROAD
E34SE,34,SE,7000,3971016577T20050430,1103120983,North Point Government Primary School,,114.2103039,22.28809165,4.7,l,32,p,27.3,school,FALSE,TRUE,FALSE,FALSE,9,,,,Street View,2A FINNIE STREET
E34SW,34,SW,7000,3969716622T20050430,1103120812,Wai Fong Court,惠芳閣,114.210133,22.2885325,14.2,p,72.6,3,58.4,,FALSE,FALSE,FALSE,FALSE,23,0,46,1987,BMIS_auto,955-957 KING'S ROAD
E34NW,34,NW,7000,3964516625T20060213,1103120796,Tor Po Mansion,,114.2096365,22.28853595,4.5,l,31.5,p,27,,FALSE,FALSE,FALSE,FALSE,9,,,1987,Google Earth,888 KING'S ROAD
